,trp1_l43,his1_l43,trp1_l44,his1_l44,trp1_l49,his1_l49
DBD:ZCON_2_CC_A:AD:ZCON_15_re_loop_resurf_A,1266.0,128.0,139.0,27.0,21.0,72.0
DBD:ZCON_2_CC_A:AD:ZCON_15_re_loop_resurf_B,6459.0,711.0,389.0,19.0,24.0,2.0
DBD:ZCON_2_CC_A:AD:ZCON_2_CC_B,2.0,0.0,87.0,0.0,9.0,3.0
DBD:ZCON_2_CC_A:AD:ZCON_2_CC_resurf_A,1654.0,177.0,231.0,15.0,18.0,2.0
DBD:ZCON_2_CC_A:AD:ZCON_2_CC_resurf_B,1905.0,106.0,313.0,14.0,95.0,5.0
DBD:ZCON_2_CC_A:AD:ZCON_2_CC_resurf_cutT2_A,350.0,1821.0,574.0,34.0,14.0,0.0
DBD:ZCON_2_CC_A:AD:ZCON_2_CC_resurf_cutT2_B,5152.0,66.0,746.0,8.0,119.0,6.0
DBD:ZCON_2_CC_A:AD:ZCON_2_CC_resurf_cutT4_A,1336.0,14.0,258.0,3.0,24.0,0.0
DBD:ZCON_2_CC_A:AD:ZCON_2_CC_resurf_cutT4_B,1138.0,3.0,149.0,39.0,60.0,1.0
DBD:ZCON_2_CC_A:AD:ZCON_2_CC_resurf_cutT6_A,2.0,0.0,527.0,47.0,31.0,15.0
DBD:ZCON_2_CC_A:AD:ZCON_2_CC_resurf_cutT6_B,243.0,1.0,183.0,7.0,39.0,3.0
DBD:ZCON_2_CC_A:AD:ZCON_37_LL_A,2591.0,108.0,499.0,51.0,47.0,6.0
DBD:ZCON_2_CC_A:AD:ZCON_37_LL_B,3990.0,364.0,467.0,153.0,44.0,12.0
DBD:ZCON_2_CC_A:AD:ZCON_37_resurf_A,551.0,21.0,224.0,85.0,5.0,0.0
DBD:ZCON_2_CC_A:AD:ZCON_37_resurf_B,1258.0,10.0,262.0,21.0,10.0,2.0
DBD:ZCON_2_CC_A:AD:ZCON_VR_2_A,152.0,19.0,150.0,4.0,17.0,222.0
DBD:ZCON_2_CC_A:AD:ZCON_VR_2_B,676.0,79.0,532.0,397.0,26.0,6.0
DBD:ZCON_2_CC_A:AD:ZCON_VR_2_cutT2_A,1035.0,4146.0,136.0,5419.0,33.0,946.0
DBD:ZCON_2_CC_A:AD:ZCON_VR_2_cutT2_B,2836.0,223.0,288.0,10.0,41.0,4.0
DBD:ZCON_2_CC_A:AD:ZCON_VR_2_cutT4_A,15.0,4.0,577.0,104.0,57.0,5.0
DBD:ZCON_2_CC_A:AD:ZCON_VR_2_cutT4_B,299.0,85.0,493.0,65.0,42.0,0.0
DBD:ZCON_2_CC_A:AD:ZCON_VR_2_cutT6_A,308.0,15.0,61.0,3.0,42.0,1.0
DBD:ZCON_2_CC_A:AD:ZCON_VR_2_cutT6_B,10.0,2.0,229.0,10.0,45.0,1.0
DBD:ZCON_2_CC_A:AD:ZCON_VR_2_resurf_A,1707.0,1118.0,312.0,176.0,6.0,1.0
DBD:ZCON_2_CC_A:AD:ZCON_VR_2_resurf_B,1757.0,137.0,239.0,31.0,30.0,48.0
DBD:ZCON_2_CC_A:AD:mALb8_A,2003.0,25.0,351.0,44.0,64.0,8.0
DBD:ZCON_2_CC_A:AD:mALb8_B,513.0,144.0,140.0,30.0,18.0,1.0
DBD:ZCON_2_CC_A:AD:mALb8_cutT1_A,769.0,12.0,301.0,20.0,16.0,0.0
DBD:ZCON_2_CC_A:AD:mALb8_cutT1_B,129.0,11.0,219.0,31.0,57.0,4.0
DBD:ZCON_2_CC_A:AD:mALb8_cutT2_A,1677.0,73.0,299.0,43.0,31.0,0.0
DBD:ZCON_2_CC_A:AD:mALb8_cutT2_B,3203.0,12.0,188.0,1.0,27.0,3.0
DBD:ZCON_2_CC_A:AD:mALb8_cutT3_A,3.0,14.0,178.0,42.0,22.0,0.0
DBD:ZCON_2_CC_A:AD:mALb8_cutT3_B,922.0,2.0,209.0,4.0,28.0,0.0
DBD:ZCON_2_CC_A:AD:mALb8_cutT4_A,1720.0,157.0,142.0,13.0,45.0,1.0
DBD:ZCON_2_CC_A:AD:mALb8_cutT4_B,4.0,0.0,111.0,4.0,31.0,0.0
DBD:ZCON_2_CC_B:AD:A_ZCON_13,249.0,30.0,67.0,7.0,30.0,4.0
DBD:ZCON_2_CC_B:AD:A_ZCON_150,2679.0,226.0,383.0,77.0,79.0,4.0
DBD:ZCON_2_CC_B:AD:A_ZCON_154,1126.0,138.0,102.0,25.0,155.0,43.0
DBD:ZCON_2_CC_B:AD:A_ZCON_155,2259.0,14.0,210.0,14.0,239.0,10.0
DBD:ZCON_2_CC_B:AD:A_ZCON_15_re_loop,1491.0,198.0,99.0,15.0,59.0,24.0
DBD:ZCON_2_CC_B:AD:A_ZCON_162,619.0,5.0,264.0,20.0,39.0,5.0
DBD:ZCON_2_CC_B:AD:A_ZCON_37_3,513.0,18.0,117.0,7.0,35.0,20.0
DBD:ZCON_2_CC_B:AD:A_ZCON_37,1388.0,4.0,218.0,41.0,55.0,8.0
DBD:ZCON_2_CC_B:AD:A_ZCON_6,2274.0,29.0,167.0,496.0,176.0,22.0
DBD:ZCON_2_CC_B:AD:B_ZCON_13,770.0,37.0,98.0,18.0,74.0,28.0
DBD:ZCON_2_CC_B:AD:B_ZCON_150,721.0,19.0,236.0,18.0,62.0,6.0
DBD:ZCON_2_CC_B:AD:B_ZCON_154,2790.0,137.0,248.0,6.0,108.0,37.0
DBD:ZCON_2_CC_B:AD:B_ZCON_155,75.0,4.0,97.0,7.0,31.0,46.0
DBD:ZCON_2_CC_B:AD:B_ZCON_15_re_loop,2093.0,90.0,354.0,92.0,143.0,138.0
DBD:ZCON_2_CC_B:AD:B_ZCON_162,1475.0,34.0,91.0,1.0,54.0,63.0
DBD:ZCON_2_CC_B:AD:B_ZCON_37_3,304.0,6.0,349.0,44.0,56.0,27.0
DBD:ZCON_2_CC_B:AD:B_ZCON_37,6.0,2.0,123.0,89.0,80.0,33.0
DBD:ZCON_2_CC_B:AD:B_ZCON_6,1814.0,282.0,39.0,0.0,53.0,11.0
DBD:ZCON_2_CC_B:AD:DHDr2_00_A,2292.0,37.0,255.0,86.0,53.0,1.0
DBD:ZCON_2_CC_B:AD:DHDr2_00_B,605.0,13.0,193.0,36.0,34.0,35.0
DBD:ZCON_2_CC_B:AD:DHDr2_01_A,100.0,0.0,61.0,1.0,12.0,1.0
DBD:ZCON_2_CC_B:AD:DHDr2_01_B,739.0,184.0,76.0,41.0,34.0,3.0
DBD:ZCON_2_CC_B:AD:DHDr2_02_A,895.0,11.0,71.0,6.0,22.0,16.0
DBD:ZCON_2_CC_B:AD:DHDr2_02_B,1342.0,71.0,186.0,28.0,78.0,19.0
DBD:ZCON_2_CC_B:AD:DHDr2_03_A,2272.0,105.0,118.0,8.0,12.0,12.0
DBD:ZCON_2_CC_B:AD:DHDr2_03_B,2194.0,26.0,183.0,2.0,117.0,258.0
DBD:ZCON_2_CC_B:AD:DHDr2_04_A,1165.0,31.0,206.0,24.0,49.0,13.0
DBD:ZCON_2_CC_B:AD:DHDr2_04_B,600.0,9.0,110.0,11.0,74.0,182.0
DBD:ZCON_2_CC_B:AD:DHDr2_05_A,1091.0,84.0,140.0,5.0,54.0,13.0
DBD:ZCON_2_CC_B:AD:DHDr2_05_B,1108.0,32.0,202.0,25.0,147.0,15.0
DBD:ZCON_2_CC_B:AD:DHDr2_06_A,104.0,2.0,469.0,90.0,48.0,26.0
DBD:ZCON_2_CC_B:AD:DHDr2_06_B,182.0,0.0,117.0,16.0,52.0,11.0
DBD:ZCON_2_CC_B:AD:DHDr2_07_A,569.0,3.0,330.0,1.0,59.0,27.0
DBD:ZCON_2_CC_B:AD:DHDr2_07_B,1985.0,61.0,272.0,51.0,39.0,15.0
DBD:ZCON_2_CC_B:AD:DHDr2_08_A,909.0,161.0,178.0,65.0,34.0,30.0
DBD:ZCON_2_CC_B:AD:DHDr2_08_B,1242.0,79.0,121.0,48.0,44.0,11.0
DBD:ZCON_2_CC_B:AD:DHDr2_09_A,2174.0,109.0,285.0,27.0,34.0,53.0
DBD:ZCON_2_CC_B:AD:DHDr2_09_B,138.0,1.0,211.0,35.0,21.0,22.0
DBD:ZCON_2_CC_B:AD:DHDr2_10_A,1212.0,49.0,305.0,37.0,59.0,30.0
DBD:ZCON_2_CC_B:AD:DHDr2_10_B,2091.0,223.0,174.0,5.0,69.0,6.0
DBD:ZCON_2_CC_B:AD:DHDr2_11_A,2184.0,52.0,272.0,15.0,32.0,66.0
DBD:ZCON_2_CC_B:AD:DHDr2_11_B,1590.0,127.0,431.0,29.0,113.0,24.0
DBD:ZCON_2_CC_B:AD:DHDr2_12_A,45.0,9.0,47.0,5.0,14.0,15.0
DBD:ZCON_2_CC_B:AD:DHDr2_12_B,1138.0,247.0,262.0,37.0,82.0,8.0
DBD:ZCON_2_CC_B:AD:DHDr2_13_A,451.0,65.0,144.0,80.0,106.0,66.0
DBD:ZCON_2_CC_B:AD:DHDr2_13_B,912.0,136.0,124.0,19.0,101.0,8.0
DBD:ZCON_2_CC_B:AD:DHDr2_14_A,482.0,22.0,160.0,36.0,22.0,3.0
DBD:ZCON_2_CC_B:AD:DHDr2_14_B,535.0,3.0,113.0,44.0,42.0,8.0
DBD:ZCON_2_CC_B:AD:DHDr2_15_A,331.0,7.0,232.0,17.0,79.0,9.0
DBD:ZCON_2_CC_B:AD:DHDr2_15_B,504.0,11.0,115.0,8.0,21.0,8.0
DBD:ZCON_2_CC_B:AD:DHDr2_16_A,1173.0,141.0,94.0,10.0,20.0,24.0
DBD:ZCON_2_CC_B:AD:DHDr2_16_B,303.0,14.0,49.0,3.0,91.0,246.0
DBD:ZCON_2_CC_B:AD:DHDr2_17_A,280.0,6.0,16.0,0.0,36.0,1369.0
DBD:ZCON_2_CC_B:AD:DHDr2_17_B,1582.0,93.0,389.0,31.0,48.0,42.0
DBD:ZCON_2_CC_B:AD:DHDr2_18_A,1056.0,13.0,260.0,46.0,81.0,15.0
DBD:ZCON_2_CC_B:AD:DHDr2_18_B,507.0,4.0,229.0,7.0,103.0,8.0
DBD:ZCON_2_CC_B:AD:DHDr2_19_A,778.0,20.0,113.0,5.0,33.0,12.0
DBD:ZCON_2_CC_B:AD:DHDr2_19_B,2388.0,76.0,238.0,72.0,100.0,238.0
DBD:ZCON_2_CC_B:AD:DHDr2_20_A,10.0,0.0,173.0,7.0,39.0,9.0
DBD:ZCON_2_CC_B:AD:DHDr2_20_B,429.0,16.0,268.0,38.0,80.0,11.0
DBD:ZCON_2_CC_B:AD:ZCON_150_LL_A,2642.0,73.0,468.0,166.0,82.0,12.0
DBD:ZCON_2_CC_B:AD:ZCON_150_LL_B,4132.0,342.0,405.0,34.0,112.0,12.0
DBD:ZCON_2_CC_B:AD:ZCON_150_resurf_A,150.0,5.0,161.0,9.0,41.0,4.0
DBD:ZCON_2_CC_B:AD:ZCON_150_resurf_B,948.0,79.0,104.0,17.0,57.0,15.0
DBD:ZCON_2_CC_B:AD:ZCON_152_A,994.0,37.0,158.0,14.0,12.0,1.0
DBD:ZCON_2_CC_B:AD:ZCON_152_B,2188.0,323.0,166.0,43.0,34.0,21.0
DBD:ZCON_2_CC_B:AD:ZCON_152_T2_A,220.0,19.0,185.0,1.0,191.0,5.0
DBD:ZCON_2_CC_B:AD:ZCON_152_T2_B,773.0,61.0,208.0,18.0,29.0,45.0
DBD:ZCON_2_CC_B:AD:ZCON_152_T4_A,239.0,0.0,57.0,1.0,73.0,2.0
DBD:ZCON_2_CC_B:AD:ZCON_152_T4_B,518.0,0.0,88.0,7.0,63.0,0.0
DBD:ZCON_2_CC_B:AD:ZCON_154_LL_A,1492.0,145.0,538.0,133.0,210.0,102.0
DBD:ZCON_2_CC_B:AD:ZCON_154_LL_B,2297.0,68.0,389.0,31.0,120.0,96.0
DBD:ZCON_2_CC_B:AD:ZCON_154_resurf_A,456.0,103.0,177.0,26.0,44.0,6.0
DBD:ZCON_2_CC_B:AD:ZCON_154_resurf_B,2010.0,110.0,111.0,4.0,39.0,22.0
DBD:ZCON_2_CC_B:AD:ZCON_155_LL_A,2120.0,92.0,805.0,121.0,285.0,31.0
DBD:ZCON_2_CC_B:AD:ZCON_155_LL_B,529.0,14.0,355.0,73.0,88.0,60.0
DBD:ZCON_2_CC_B:AD:ZCON_155_cutT2_A,709.0,1.0,136.0,32.0,111.0,10.0
DBD:ZCON_2_CC_B:AD:ZCON_155_cutT2_B,1.0,2.0,314.0,67.0,99.0,51.0
DBD:ZCON_2_CC_B:AD:ZCON_155_cutT4_A,322.0,0.0,92.0,4.0,142.0,1.0
DBD:ZCON_2_CC_B:AD:ZCON_155_cutT5_A,448.0,0.0,49.0,2.0,216.0,7.0
DBD:ZCON_2_CC_B:AD:ZCON_155_cutT5_B,274.0,0.0,624.0,124.0,495.0,44.0
DBD:ZCON_2_CC_B:AD:ZCON_155_resurf_A,1729.0,30.0,308.0,40.0,319.0,66.0
DBD:ZCON_2_CC_B:AD:ZCON_155_resurf_B,1938.0,8.0,218.0,198.0,49.0,26.0
DBD:ZCON_2_CC_B:AD:ZCON_15_re_loop_LL_A,2299.0,38364.0,283.0,36.0,65.0,64.0
DBD:ZCON_2_CC_B:AD:ZCON_15_re_loop_LL_B,1201.0,21.0,221.0,27.0,220.0,147.0
DBD:ZCON_2_CC_B:AD:ZCON_15_re_loop_resurf_A,669.0,53.0,143.0,17.0,43.0,57.0
DBD:ZCON_2_CC_B:AD:ZCON_15_re_loop_resurf_B,2497.0,183.0,307.0,15.0,68.0,10.0
DBD:ZCON_2_CC_B:AD:ZCON_2_CC_A,3186.0,191.0,237.0,27.0,71.0,46.0
DBD:ZCON_2_CC_B:AD:ZCON_2_CC_B,4.0,0.0,13.0,2.0,7.0,1423.0
DBD:ZCON_2_CC_B:AD:ZCON_2_CC_resurf_A,735.0,143.0,123.0,12.0,51.0,7.0
DBD:ZCON_2_CC_B:AD:ZCON_2_CC_resurf_B,166.0,11.0,202.0,13.0,162.0,7.0
DBD:ZCON_2_CC_B:AD:ZCON_2_CC_resurf_cutT2_A,950.0,1.0,143.0,3.0,104.0,14.0
DBD:ZCON_2_CC_B:AD:ZCON_2_CC_resurf_cutT2_B,770.0,6.0,382.0,8.0,377.0,1735.0
DBD:ZCON_2_CC_B:AD:ZCON_2_CC_resurf_cutT4_A,355.0,3.0,78.0,32.0,94.0,0.0
DBD:ZCON_2_CC_B:AD:ZCON_2_CC_resurf_cutT4_B,3.0,1.0,200.0,7780.0,125.0,4.0
DBD:ZCON_2_CC_B:AD:ZCON_2_CC_resurf_cutT6_A,3.0,0.0,112.0,16.0,109.0,4.0
DBD:ZCON_2_CC_B:AD:ZCON_2_CC_resurf_cutT6_B,539.0,16.0,122.0,1.0,48.0,2.0
DBD:ZCON_2_CC_B:AD:ZCON_37_LL_A,1491.0,439.0,447.0,113.0,143.0,45.0
DBD:ZCON_2_CC_B:AD:ZCON_37_LL_B,1188.0,16.0,143.0,35.0,130.0,32.0
DBD:ZCON_2_CC_B:AD:ZCON_37_resurf_A,923.0,20.0,190.0,48.0,60.0,7.0
DBD:ZCON_2_CC_B:AD:ZCON_37_resurf_B,375.0,4.0,24.0,5.0,29.0,26.0
DBD:ZCON_2_CC_B:AD:ZCON_VR_2_A,138.0,3.0,114.0,15.0,39.0,105.0
DBD:ZCON_2_CC_B:AD:ZCON_VR_2_B,587.0,147.0,249.0,31.0,103.0,52.0
DBD:ZCON_2_CC_B:AD:ZCON_VR_2_cutT2_A,1819.0,192.0,159.0,8.0,79.0,23.0
DBD:ZCON_2_CC_B:AD:ZCON_VR_2_cutT2_B,2141.0,108.0,156.0,48.0,128.0,24.0
DBD:ZCON_2_CC_B:AD:ZCON_VR_2_cutT4_A,1370.0,0.0,180.0,13.0,214.0,7.0
DBD:ZCON_2_CC_B:AD:ZCON_VR_2_cutT4_B,1599.0,19.0,199.0,27.0,108.0,0.0
DBD:ZCON_2_CC_B:AD:ZCON_VR_2_cutT6_A,105.0,0.0,81.0,6.0,91.0,5.0
DBD:ZCON_2_CC_B:AD:ZCON_VR_2_cutT6_B,469.0,33.0,155.0,27.0,162.0,3.0
DBD:ZCON_2_CC_B:AD:ZCON_VR_2_resurf_A,1043.0,241.0,228.0,18.0,19.0,18.0
DBD:ZCON_2_CC_B:AD:ZCON_VR_2_resurf_B,1706.0,83.0,183.0,11.0,55.0,123.0
DBD:ZCON_2_CC_B:AD:mALb8_A,128.0,14.0,268.0,15.0,92.0,41.0
DBD:ZCON_2_CC_B:AD:mALb8_B,132.0,14.0,217.0,1.0,75.0,4.0
DBD:ZCON_2_CC_B:AD:mALb8_cutT1_A,2.0,4.0,221.0,79.0,74.0,6.0
DBD:ZCON_2_CC_B:AD:mALb8_cutT1_B,168.0,7.0,171.0,12.0,162.0,29.0
DBD:ZCON_2_CC_B:AD:mALb8_cutT2_A,6.0,0.0,82.0,1.0,129.0,3.0
DBD:ZCON_2_CC_B:AD:mALb8_cutT2_B,594.0,2.0,189.0,2.0,134.0,14.0
DBD:ZCON_2_CC_B:AD:mALb8_cutT3_A,819.0,44.0,391.0,98.0,63.0,2.0
DBD:ZCON_2_CC_B:AD:mALb8_cutT3_B,4.0,0.0,116.0,8.0,80.0,0.0
DBD:ZCON_2_CC_B:AD:mALb8_cutT4_A,216.0,0.0,92.0,4.0,73.0,2.0
DBD:ZCON_2_CC_B:AD:mALb8_cutT4_B,2.0,0.0,62.0,0.0,65.0,3.0
DBD:ZCON_2_CC_resurf_A:AD:A_ZCON_13,824.0,5722.0,117.0,18.0,27.0,1.0
DBD:ZCON_2_CC_resurf_A:AD:A_ZCON_150,5603.0,63.0,632.0,120.0,51.0,0.0
DBD:ZCON_2_CC_resurf_A:AD:A_ZCON_154,3890.0,264.0,631.0,51.0,86.0,5.0
DBD:ZCON_2_CC_resurf_A:AD:A_ZCON_155,415.0,37.0,525.0,33.0,86.0,0.0
DBD:ZCON_2_CC_resurf_A:AD:A_ZCON_15_re_loop,2596.0,92.0,322.0,40.0,33.0,4.0
DBD:ZCON_2_CC_resurf_A:AD:A_ZCON_162,1930.0,85.0,51.0,12.0,26.0,1.0
DBD:ZCON_2_CC_resurf_A:AD:A_ZCON_37_3,2418.0,420.0,186.0,3.0,15.0,3.0
DBD:ZCON_2_CC_resurf_A:AD:A_ZCON_37,1152.0,113.0,369.0,38.0,29.0,8.0
DBD:ZCON_2_CC_resurf_A:AD:A_ZCON_6,1419.0,57.0,148.0,13.0,49.0,4.0
DBD:ZCON_2_CC_resurf_A:AD:B_ZCON_13,1217.0,35.0,124.0,39.0,23.0,2.0
DBD:ZCON_2_CC_resurf_A:AD:B_ZCON_150,207.0,7.0,292.0,72.0,24.0,1.0
DBD:ZCON_2_CC_resurf_A:AD:B_ZCON_154,2379.0,96.0,600.0,56.0,61.0,11.0
DBD:ZCON_2_CC_resurf_A:AD:B_ZCON_155,228.0,32.0,79.0,3.0,23.0,3.0
DBD:ZCON_2_CC_resurf_A:AD:B_ZCON_15_re_loop,3064.0,618.0,450.0,130.0,52.0,12.0
DBD:ZCON_2_CC_resurf_A:AD:B_ZCON_162,3651.0,445.0,325.0,37.0,23.0,7.0
DBD:ZCON_2_CC_resurf_A:AD:B_ZCON_37_3,871.0,11.0,173.0,10.0,21.0,7.0
DBD:ZCON_2_CC_resurf_A:AD:B_ZCON_37,1018.0,30.0,270.0,21.0,35.0,0.0
DBD:ZCON_2_CC_resurf_A:AD:B_ZCON_6,1838.0,61.0,465.0,72.0,21.0,0.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_00_A,4104.0,158.0,328.0,8.0,19.0,0.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_00_B,975.0,22.0,239.0,28.0,19.0,7.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_01_A,250.0,1.0,19.0,4.0,2.0,0.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_01_B,2221.0,242.0,259.0,69.0,10.0,0.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_02_A,620.0,61.0,40.0,3.0,6.0,4.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_02_B,565.0,2.0,141.0,20.0,47.0,2.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_03_A,2863.0,116.0,124.0,6.0,5.0,1.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_03_B,3301.0,81.0,233.0,12.0,71.0,49.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_04_A,1847.0,23.0,232.0,14.0,18.0,1.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_04_B,3358.0,9.0,304.0,8.0,107.0,104.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_05_A,1407.0,61.0,272.0,15.0,18.0,4.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_05_B,1287.0,42.0,350.0,21922.0,94.0,3.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_06_A,362.0,4.0,338.0,13.0,22.0,5.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_06_B,348.0,2.0,228.0,15.0,26.0,3.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_07_A,704.0,65.0,486.0,35.0,32.0,7.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_07_B,1665.0,108.0,437.0,2707.0,18.0,7.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_08_A,383.0,10.0,288.0,19.0,19.0,4.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_08_B,1406.0,75.0,276.0,47.0,32.0,1.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_09_A,3487.0,350.0,301.0,40.0,16.0,8.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_09_B,508.0,32.0,186.0,14.0,12.0,5.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_10_A,2383.0,66.0,160.0,11.0,13.0,5.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_10_B,2713.0,26.0,157.0,1.0,36.0,1.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_11_A,3518.0,72.0,281.0,21.0,9.0,4.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_11_B,4440.0,54046.0,307.0,2158.0,42.0,10.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_12_A,1516.0,90.0,54.0,12.0,8.0,4.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_12_B,1511.0,128.0,169.0,8.0,14.0,3.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_13_A,781.0,138.0,306.0,51.0,40.0,24.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_13_B,3400.0,156.0,233.0,4.0,36.0,1.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_14_A,1154.0,84.0,169.0,22.0,8.0,1.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_14_B,276.0,10.0,172.0,2844.0,13.0,0.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_15_A,1665.0,55.0,367.0,9.0,42.0,1.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_15_B,483.0,8.0,235.0,11.0,9.0,0.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_16_A,1074.0,9.0,286.0,26.0,8.0,3.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_16_B,4186.0,445.0,379.0,25.0,42.0,3.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_17_A,544.0,6.0,42.0,7.0,4.0,50.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_17_B,3662.0,106.0,244.0,10935.0,16.0,3.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_18_A,2491.0,247.0,159.0,5.0,44.0,12.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_18_B,511.0,6.0,636.0,10.0,47.0,0.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_19_A,1457.0,114.0,242.0,23.0,20.0,1.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_19_B,1091.0,152.0,241.0,31.0,46.0,33.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_20_A,974.0,41.0,178.0,6.0,15.0,0.0
DBD:ZCON_2_CC_resurf_A:AD:DHDr2_20_B,914.0,80.0,317.0,43.0,23.0,1.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_150_LL_A,2252.0,116.0,374.0,8.0,67.0,4.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_150_LL_B,5042.0,95.0,368.0,18.0,33.0,3.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_150_resurf_A,3251.0,68.0,225.0,3.0,32.0,2.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_150_resurf_B,1972.0,24.0,366.0,83.0,17.0,3.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_152_A,1877.0,100.0,28.0,2.0,2.0,0.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_152_B,1951.0,59.0,220.0,95.0,15.0,2.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_152_T2_A,1042.0,89.0,167.0,27.0,71.0,2.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_152_T2_B,1148.0,143.0,306.0,83.0,16.0,7.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_152_T4_A,894.0,2.0,425.0,4.0,30.0,1.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_152_T4_B,929.0,68.0,252.0,57.0,29.0,1.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_154_LL_A,2824.0,109.0,454.0,67.0,95.0,29.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_154_LL_B,4407.0,216.0,641.0,72.0,42.0,13.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_154_resurf_A,1571.0,151.0,189.0,10.0,13.0,0.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_154_resurf_B,1074.0,115.0,221.0,63.0,9.0,3.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_155_LL_A,6167.0,214.0,875.0,3964.0,137.0,7.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_155_LL_B,3120.0,16863.0,557.0,21504.0,46.0,15.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_155_cutT2_A,468.0,0.0,193.0,21.0,56.0,1.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_155_cutT2_B,240.0,47.0,140.0,11.0,55.0,12.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_155_cutT4_A,828.0,0.0,179.0,1.0,55.0,2.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_155_cutT4_B,4.0,0.0,408.0,12.0,80.0,0.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_155_cutT5_A,3.0,0.0,307.0,3824.0,63.0,0.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_155_cutT5_B,846.0,7.0,860.0,211.0,155.0,5.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_155_resurf_A,6319.0,176.0,571.0,44.0,178.0,11.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_155_resurf_B,1001.0,68.0,203.0,11.0,22.0,4.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_15_re_loop_LL_A,644.0,192.0,218.0,96.0,43.0,14.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_15_re_loop_LL_B,1862.0,107.0,485.0,50.0,114.0,20.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_15_re_loop_resurf_A,2788.0,52.0,132.0,12.0,27.0,12.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_15_re_loop_resurf_B,152.0,39.0,609.0,137.0,19.0,1.0
