"","trp1_l43","his1_l43","trp1_l44","his1_l44","trp1_l49","his1_l49","ashr_baseMean_HIS_TRP","ashr_log2FoldChange_HIS_TRP","ashr_lfcSE_HIS_TRP","ashr_pvalue_HIS_TRP","ashr_padj_HIS_TRP"
"DBD:ZCON_VR_2_cutT4_B:AD:DHDr2_15_B",444,43,267,83,30,7,72.434231655895,0.0444806072994431,0.303371888009638,0.626769236722365,NA
"DBD:ZCON_VR_2_cutT4_B:AD:DHDr2_16_A",4014,317,301,57,14,4,136.51908850182,0.00977146417635495,0.329416470641494,0.919616129656273,0.97371069143761
"DBD:ZCON_VR_2_cutT4_B:AD:DHDr2_16_B",2664,265,289,66,59,5,137.900146920562,-0.00470213336516031,0.280936925828784,0.956851342257817,0.984535319201548
"DBD:ZCON_VR_2_cutT4_B:AD:DHDr2_17_A",5,1,23,5,12,14,36.0623277017972,0.260584627370062,0.856408215563602,0.239140048080603,NA
"DBD:ZCON_VR_2_cutT4_B:AD:DHDr2_17_B",639,12,165,86,32,6,65.2741990688913,0.0250410741211187,0.330404756591011,0.795956712461065,NA
"DBD:ZCON_VR_2_cutT4_B:AD:DHDr2_18_A",12,3,377,89,46,12,85.1775557275406,0.024438867518331,0.464412971787936,0.852826652360102,NA
"DBD:ZCON_VR_2_cutT4_B:AD:DHDr2_18_B",1972,158,432,91,73,3,128.864522283147,-0.0475008909073582,0.293505869935559,0.597850223668946,0.837654386202
"DBD:ZCON_VR_2_cutT4_B:AD:DHDr2_19_A",8,14,491,109,14,2,61.8835249467351,0.0244194379289442,0.459803311971711,0.851523918602671,NA
"DBD:ZCON_VR_2_cutT4_B:AD:DHDr2_19_B",1193,72,539,132,67,59,230.964907146889,0.154385612025199,0.489486318970254,0.240003509313088,0.55578178141603
"DBD:ZCON_VR_2_cutT4_B:AD:DHDr2_20_A",422,51,331,48,26,1,53.3895988770061,-0.0399733128616946,0.318456520255915,0.67119480823351,NA
"DBD:ZCON_VR_2_cutT4_B:AD:DHDr2_20_B",775,53,571,116,35,2,91.7506358308141,-0.0201557977604855,0.31254957191682,0.828398446948976,NA
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_150_LL_A",363,7,432,111,56,33,144.459935795958,0.0894928381639803,0.464389196803456,0.47920160179891,0.769467635703271
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_150_LL_B",2367,207,759,217,74,6,193.63445874462,0.00845693423186558,0.268711676070084,0.920838822152284,0.97443058489034
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_150_resurf_A",1396,932,428,1427,25,1,553.298369924794,1.77404074304446,1.74114704339045,0.00900035260998471,0.0589763365107367
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_150_resurf_B",1145,44,212,30,42,4,64.4192060861888,-0.121231869421534,0.368205066238334,0.259377909018889,NA
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_152_A",441,83,238,16,8,1,37.8170759928089,0.00336031927618647,0.315826753299702,0.971415323742132,NA
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_152_B",412,704,447,95,18,2,167.32868676019,0.402565567316602,0.882456940871233,0.0888259072100684,0.311955486961269
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_152_T2_A",858,78,97,27,113,5,95.7494065187781,-0.142725677758234,0.496341041880089,0.281109386321392,NA
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_152_T2_B",593,12,252,93,20,12,76.664616717233,0.0847921967511095,0.396572659979444,0.44240479099231,NA
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_152_T4_A",3,0,465,34,59,0,56.5459985695669,-0.27698182810764,0.947596680839398,0.257481647445807,NA
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_152_T4_B",132,0,302,70,49,0,55.4517724579735,-0.0899183589902147,0.607546302791329,0.588402806790408,NA
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_154_LL_A",2199,376,590,81,141,31,256.55536969802,0.0247221457188582,0.280397936038634,0.776602370010515,0.919959752640212
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_154_LL_B",203,39,802,275,73,29,205.317245496748,0.0879073947561813,0.442560329961074,0.467675433698435,0.75981368104998
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_154_resurf_A",1204,271,458,101,26,5,122.729792298979,0.089882271395412,0.338539966236109,0.368112294863456,0.684350922262289
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_154_resurf_B",1491,512,294,66,36,17,175.106446655084,0.274041225992852,0.597778021509987,0.0952042104610452,0.326527431800307
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_155_LL_A",2996,219,1123,290,354,107,570.03035494948,0.0324888473340048,0.325253857171676,0.733963237013148,0.904670332325436
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_155_LL_B",870,159,710,142,77,19,175.178163947725,0.0363831377522641,0.27997551510864,0.677681063136353,0.879494057645664
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_155_cutT2_A",7,1,323,97,69,4,79.3134446386398,-0.0400962463072345,0.514450906883358,0.781720041929853,NA
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_155_cutT2_B",449,11,399,77,75,25,128.883966289007,0.0235075481556395,0.370646876595785,0.825478910448265,0.936956825184074
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_155_cutT4_A",4,0,311,90,164,2,117.341018604053,-0.171829757481249,0.761509235061265,0.391987977667121,NA
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_155_cutT4_B",219,224,350,83,131,0,134.165385488088,-0.0411644290587446,0.440897518018163,0.740388312664894,0.906304581009792
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_155_cutT5_A",444,32,184,41,74,18,99.0383651538387,0.00498506441753535,0.337828913788705,0.959779226562958,NA
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_155_cutT5_B",5,0,1334,4258,336,14,1329.1303709528,0.2567005648184,0.94615283343104,0.293928375173562,0.614378745727617
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_155_resurf_A",1773,71,1357,285,326,33,381.499518652401,-0.0609021556327082,0.365076765493584,0.557526529870701,0.815266570599896
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_155_resurf_B",267,3,250,107,41,17,94.8412454503425,0.0825937915770358,0.462908701533244,0.514276457218671,NA
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_15_re_loop_LL_A",397,3,469,66,36,11,81.0774831019147,-0.0106067999576473,0.375558255631133,0.921929131670058,NA
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_15_re_loop_LL_B",4935,467,679,158,170,309,894.180515391095,0.474634700294471,0.942298887676358,0.0669873244759884,0.260213379337436
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_15_re_loop_resurf_A",987,92,82,13,27,29,102.766605603581,0.178551581414695,0.565230800726373,0.229395173673668,NA
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_15_re_loop_resurf_B",469,13,594,137,28,4,89.229228080887,0.00310124202535569,0.352739569697622,0.975864634310559,NA
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_2_CC_A",1941,52,414,37,36,3,80.5828201684844,-0.23201447893715,0.49974461814166,0.102639932787847,NA
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_2_CC_resurf_A",10,3,143,20,28,0,24.9999360369552,-0.177126590146391,0.700985088266199,0.334256645457545,NA
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_2_CC_resurf_B",88,7,563,211,128,7,154.286146468511,-0.0247308694386734,0.438195678153473,0.842549827894524,0.9413410950204
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_2_CC_resurf_cutT2_A",1975,59,407,37,53,1,85.7025918221503,-0.330804207082618,0.662153124903672,0.0721369287660612,NA
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_2_CC_resurf_cutT2_B",1780,183,1495,208,235,21,318.281176725402,-0.0723286930092811,0.329017266494151,0.456104158249404,0.750209560479161
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_2_CC_resurf_cutT4_A",3,0,251,42,91,2,68.2789584669721,-0.194022611862102,0.784009429522554,0.344152737107485,NA
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_2_CC_resurf_cutT4_B",5,1,329,50,90,1,71.4156055756051,-0.211578207074442,0.776361974448714,0.29449680343156,NA
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_2_CC_resurf_cutT6_A",1,0,678,78,59,0,76.993657981876,-0.13366743811213,0.754717199521647,0.508861372432693,NA
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_37_LL_A",1429,185,658,573,79,22,300.143518624875,0.232097501444661,0.567947871438247,0.130216818854377,0.396498420578235
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_37_LL_B",727,27,555,78,61,9,103.038919702293,-0.0550726324568618,0.332173469233772,0.570153223333869,NA
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_37_resurf_A",727,201,634,61,21,5,101.727384953891,0.0302552658727171,0.297137013745208,0.736812243401914,NA
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_37_resurf_B",1859,116,207,11,30,15,94.8474607990441,0.0111852283339472,0.312806116889082,0.904359653110146,NA
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_VR_2_A",131,5,237,226,33,769,1621.26968644774,4.35585865545378,2.06247572004744,0.000671652552862052,0.00683850727028381
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_VR_2_B",2568,264,384,39,66,39,205.054927716962,0.0731794612807437,0.346431359044962,0.464811535340743,0.757612771709374
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_VR_2_cutT2_A",128,25,287,3279,63,5,893.336716503149,1.94211967588021,2.07023194589598,NA,NA
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_VR_2_cutT2_B",1311,43,462,62,83,6,108.410021271262,-0.156376313177048,0.434636275034578,0.198656893284881,NA
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_VR_2_cutT4_A",4,0,445,96,162,3,125.750794296034,-0.159501336169565,0.736796274264869,0.413440894735946,0.720704454125117
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_VR_2_cutT4_B",4,11,251,9,84,1,56.2631222615402,-0.720965916616079,1.35884408390083,0.0589728081284609,NA
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_VR_2_cutT6_B",1,0,725,10152,92,4,2671.2340354666,1.2820402369972,2.08136895463681,NA,NA
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_VR_2_resurf_A",727,15,317,8676,27,7,2263.34812405598,4.55467990649464,2.00025380261866,NA,NA
"DBD:ZCON_VR_2_cutT4_B:AD:ZCON_VR_2_resurf_B",788,813,427,113,64,32,273.347039744944,0.549138434207207,0.898023665911844,0.0373285893328183,0.173451849393426
"DBD:ZCON_VR_2_cutT4_B:AD:mALb8_A",915,23520,417,27,90,13,3661.7307253332,4.16557239375935,2.06084059255956,NA,NA
"DBD:ZCON_VR_2_cutT4_B:AD:mALb8_B",1463,7,422,65,38,1,72.6792787279884,-0.169228618167507,0.55275298970063,0.244839322487411,NA
"DBD:ZCON_VR_2_cutT4_B:AD:mALb8_cutT1_A",118,104,239,42,38,9,73.9646031226727,0.0564246661731551,0.355664795052554,0.579576563476377,NA
"DBD:ZCON_VR_2_cutT4_B:AD:mALb8_cutT1_B",1,2,312,47,107,7,89.9642605338941,-0.121765439512136,0.638862538830941,0.477552969498196,NA
"DBD:ZCON_VR_2_cutT4_B:AD:mALb8_cutT2_A",2,0,367,51,69,1,63.295285072276,-0.162191007608436,0.742695655498929,0.408923779742572,NA
"DBD:ZCON_VR_2_cutT4_B:AD:mALb8_cutT2_B",4,1,163,37,94,2,64.7504065072421,-0.215144313734637,0.781726376683505,0.289435872315614,NA
"DBD:ZCON_VR_2_cutT4_B:AD:mALb8_cutT3_A",319,4,508,43,75,2,76.4579697730926,-0.315728123442661,0.800135288142435,0.131512189062043,NA
"DBD:ZCON_VR_2_cutT4_B:AD:mALb8_cutT3_B",3,0,220,15,84,0,52.7741121351755,-0.637931142644025,1.41713592142837,0.0911966690714965,NA
"DBD:ZCON_VR_2_cutT4_B:AD:mALb8_cutT4_B",1493,106,133,7,49,1,65.8151505871448,-0.122611927883423,0.480093648886941,0.340885144793477,NA
"DBD:ZCON_VR_2_cutT6_A:AD:A_ZCON_13",174,3,152,20,10,0,18.8528490186985,-0.105458171046521,0.507065084296136,0.439464685465492,NA
"DBD:ZCON_VR_2_cutT6_A:AD:A_ZCON_150",542,13,432,23,10,2,41.5404783700203,-0.183688917166988,0.539019306644325,0.199564371751325,NA
"DBD:ZCON_VR_2_cutT6_A:AD:A_ZCON_154",460,6,422,97,50,1,74.7138551218859,-0.0645313010895455,0.431310863825121,0.590160000835829,NA
"DBD:ZCON_VR_2_cutT6_A:AD:A_ZCON_155",547,31,259,18,35,1,45.2495163527196,-0.252378408524054,0.593021521240367,0.115678533397528,NA
"DBD:ZCON_VR_2_cutT6_A:AD:A_ZCON_15_re_loop",1153,55,178,30,11,5,52.1704648641257,-0.00586057763819049,0.270082819281977,0.945196476986653,NA
"DBD:ZCON_VR_2_cutT6_A:AD:A_ZCON_162",530,21,243,36,9,1,35.2524204124731,-0.0438121693835841,0.329830287142019,0.649726272012971,NA
"DBD:ZCON_VR_2_cutT6_A:AD:A_ZCON_37_3",2,0,56,7,14,0,10.8001862007414,-0.20965632699471,0.854182398903634,0.347005187484771,NA
"DBD:ZCON_VR_2_cutT6_A:AD:A_ZCON_37",3,0,271,72,17,2,42.1236307285915,0.0158080943853552,0.551313543506095,0.919336808898024,NA
"DBD:ZCON_VR_2_cutT6_A:AD:A_ZCON_6",1,2,69,7,15,1,14.1212729783282,-0.132784086962298,0.649903039464519,0.443672828215396,NA
"DBD:ZCON_VR_2_cutT6_A:AD:B_ZCON_150",182,0,261,13,17,0,24.7207761339908,-0.395100793047816,1.01756763609887,0.136904511242432,NA
"DBD:ZCON_VR_2_cutT6_A:AD:B_ZCON_154",255,2,197,31,21,0,29.5516397845601,-0.125962412284473,0.553814060523526,0.392220989501349,NA
"DBD:ZCON_VR_2_cutT6_A:AD:B_ZCON_155",447,1,300,14,9,8,42.1115163881134,-0.0279808401258885,0.411505274777247,0.811156117063234,NA
"DBD:ZCON_VR_2_cutT6_A:AD:B_ZCON_15_re_loop",7,3,282,25,16,1,28.6515789050069,-0.106603656518695,0.564118685442712,0.483027249168291,NA
"DBD:ZCON_VR_2_cutT6_A:AD:B_ZCON_162",473,0,178,35,12,2,31.7410165015915,-0.0463159240824704,0.452975526131994,0.715659253876146,NA
"DBD:ZCON_VR_2_cutT6_A:AD:B_ZCON_37_3",373,3,185,30,10,0,25.1368344793071,-0.087800313351699,0.476488603915146,0.498738421393717,NA
"DBD:ZCON_VR_2_cutT6_A:AD:B_ZCON_37",5,0,370,64,14,0,39.00727087724,-0.0351931433989396,0.612384908832473,0.837826737943708,NA
"DBD:ZCON_VR_2_cutT6_A:AD:B_ZCON_6",492,15,346,44,7,1,39.4818292881907,-0.0523208229610256,0.371104090748406,0.61988789634427,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_00_A",775,182,173,71,22,0,72.4192533410743,0.0801019622298548,0.411858504944757,0.482188056734674,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_00_B",2,1,99,9,9,0,10.9862613608688,-0.154975065618261,0.718191825291115,0.415372430846101,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_01_B",218,51,44,27,5,0,21.3741412908257,0.147398835373137,0.509957189464352,0.276718297149236,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_02_B",101,0,154,17,11,1,19.3423700890067,-0.0957427997865483,0.543240850624706,0.515735959085691,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_03_A",472,16,69,10,2,0,14.361517038729,-0.0661405145832179,0.425673153308731,0.575854844828053,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_03_B",6,0,316,51,7,6,42.0600400467442,0.0432846142153388,0.549714635054454,0.779094133681687,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_04_A",739,30,109,7,12,1,27.2212939577673,-0.133850297648229,0.446524571006375,0.271714377087621,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_04_B",7,0,224,11,21,7,36.432986581843,-0.0257586995635677,0.534412686059481,0.864627647537491,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_05_A",99,0,178,43,18,2,32.2681723016635,-0.0155310424007338,0.464209547043987,0.906360768069776,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_05_B",4,0,352,92,28,2,55.9072456310834,-0.00257807299351288,0.549905483983443,0.986807876948744,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_06_A",1030,22,394,32,11,1,47.6602265001522,-0.167890854585772,0.501161341822823,0.212145803113768,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_06_B",55,0,87,23,5,3,18.6128383650733,0.0652641962679624,0.506502852039253,0.641760795892631,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_07_A",354,0,552,128,12,1,68.3262298683225,0.00485420378252507,0.494931247398678,0.972487819617675,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_07_B",5,2,351,71,17,0,41.6751933046249,-0.0236997203086647,0.540394597803653,0.876764448986873,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_08_A",1,0,112,20,4,1,13.8470103459838,0.00623108367440896,0.576200493113987,0.969516883627713,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_08_B",3,1,55,8,15,1,13.6400405677772,-0.116575432210547,0.617044379124888,0.482081490175826,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_09_A",4,0,185,36,6,0,20.0723674436176,-0.0146282697148817,0.602109605524806,0.931389026767285,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_09_B",4,0,158,63,4,12,48.8100009616385,0.258824460680668,0.868035262240657,0.248855072507394,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_10_A",398,19,462,62,7,1,48.6281805620716,-0.0332950039235846,0.370498025618352,0.753839298334603,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_10_B",3,0,440,13,7,0,25.7401594950407,-0.324871108282678,1.02179305834858,0.216901014784855,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_11_A",89,2,218,12,6,0,16.6712665166145,-0.218719846564142,0.724179572184372,0.243548623486961,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_11_B",5,1,238,84,39,2,54.2329626463602,-0.011065053526316,0.502344860688003,0.938196295935623,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_12_B",198,0,267,17,11,0,23.3749418340937,-0.239411642411781,0.802077860179181,0.248695803413992,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_13_A",689,5,312,10,31,7,53.3273130583257,-0.150544641502601,0.523761803667593,0.277635487502589,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_13_B",1367,22,283,50,16,4,59.6587492065059,-0.0593867685921889,0.322750907888057,0.533409301600679,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_14_A",891,34,223,45,7,0,39.8850357685709,-0.0339709243684825,0.358426026221301,0.741964917671719,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_14_B",124,61,111,11,7,0,21.567450000306,0.0419885200212492,0.389605363123656,0.70413032848438,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_15_B",474,194,106,76,4,0,60.6852371823331,0.372784940784794,0.862795137003357,0.103202186105275,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_16_A",5,0,394,55,3,0,32.6005915415346,-0.0295578987943472,0.626521967391814,0.866598727982104,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_16_B",435,75,183,44,17,1,45.5053829184067,0.0319987697390611,0.300088065628273,0.723903311257053,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_17_A",533,918,4,0,2,1,148.142103558942,1.20511746435278,1.88004390843946,NA,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_17_B",1221,80,178,19,11,2,47.9430194734606,-0.0298494467207517,0.303340265068692,0.743328883187285,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_18_A",326,4,342,41,16,0,37.1799909689157,-0.112235018996549,0.520666816468807,0.420976178964103,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_18_B",451,0,481,214,22,0,90.9816497660811,0.0494526757993467,0.574318991311766,0.758271158264975,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_19_A",1,0,112,8,5,0,9.25881854076329,-0.145709735945219,0.773156697281874,0.479802741248362,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_19_B",155,2,289,69,17,4,48.1942163891863,0.0180600617411308,0.400286801577312,0.874705844466962,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_20_A",1,0,68,27,2,0,10.7868329508265,0.073259015926406,0.681974954475822,0.696916729224696,NA
"DBD:ZCON_VR_2_cutT6_A:AD:DHDr2_20_B",2,0,293,25,8,0,22.8723075419718,-0.113650269761861,0.704520941539567,0.551107302888067,NA
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_150_LL_A",465,0,194,14,12,0,22.9949111738438,-0.330518728400935,0.913561727428894,0.162929532191265,NA
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_150_LL_B",1219,79,483,149,18,0,93.4503809118312,0.0197485857810492,0.369101577563287,0.852671640807396,NA
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_150_resurf_A",463,17,413,72,6,0,47.0333284642649,-0.0216130289021085,0.404812825612759,0.851699249051823,NA
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_150_resurf_B",296,8,131,11,13,1,21.2153686024995,-0.183622203264632,0.53237620729236,0.195507227840926,NA
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_152_A",238,5,70,13,3,0,11.268966889559,-0.0547882601444218,0.423439254057658,0.643833320196381,NA
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_152_B",179,3,223,47,3,0,25.5991657676648,-0.00102900254740612,0.449818384877526,0.993601224733722,NA
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_152_T2_B",1,1,63,12,6,4,16.7579685054903,0.0804641286675855,0.569386764098994,0.606940768083217,NA
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_152_T4_A",1630,59,480,27,9,0,59.7208642925329,-0.167713335959456,0.549172767650956,0.246348977844128,NA
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_154_LL_A",1254,13,465,16921,39,6,4381.56849158422,4.73134013411992,2.09162640191242,NA,NA
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_154_LL_B",1283,167,361,28,29,3,82.4951428380973,-0.0140592207478873,0.285569304463272,0.872725055517772,NA
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_154_resurf_A",323,46,400,117,6,1,62.708416528136,0.0669292962386441,0.411838857069479,0.559391802698719,NA
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_154_resurf_B",524,16,272,61,10,0,40.5325981418884,-0.0206867892440325,0.374855612454803,0.847795705293525,NA
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_155_LL_A",419,7,548,71,61,8,92.3664968795107,-0.0674275760608453,0.404510128758781,0.550042952223838,NA
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_155_LL_B",373,1,308,65,15,3,47.4346768983339,-0.00939032260154146,0.399156724256717,0.934614264704263,NA
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_155_cutT2_A",456,153,189,12,14,0,46.2461523320728,0.0398625613954638,0.393592004101993,0.721226120756228,NA
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_155_cutT4_A",2,0,361,28,25,2,38.5501042837888,-0.120592602888163,0.661241338856487,0.497873247904091,NA
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_155_cutT4_B",259,1,305,20,38,1,41.2950125148659,-0.398736509185537,0.929539761511922,0.105236602363228,NA
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_155_cutT5_B",1,0,806,135,78,8,121.965326530154,-0.0411211305771993,0.593729473794895,0.805022154565446,0.92846316634748
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_155_resurf_A",205,1,740,52,67,4,87.3028265057197,-0.194966795947866,0.667810980431246,0.261126185971486,NA
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_155_resurf_B",1,0,173,12,13,4,24.6643033410782,-0.0321352822747799,0.569625765192073,0.841294436242707,NA
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_15_re_loop_LL_A",443,9,375,30,7,2,37.6942757351587,-0.0956731519394717,0.429041818691804,0.415422424167401,NA
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_15_re_loop_LL_B",7,1,993,48,45,14,104.642890104152,-0.0597259671201371,0.535249595647312,0.688341994000689,NA
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_15_re_loop_resurf_A",1,0,223,49,3,4,31.5849015833084,0.073093266231271,0.617295029762365,0.668308816606286,NA
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_15_re_loop_resurf_B",3,0,221,26,22,1,28.5684288104902,-0.106133170877236,0.637563121612835,0.539171943432618,NA
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_2_CC_A",1221,32,301,2,8,0,36.2897702083835,-0.472791852288052,1.00045023827006,0.0806449410917033,NA
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_2_CC_resurf_A",620,0,295,14,10,0,28.2366417606085,-0.46360380312156,1.08593288059603,0.107048400233791,NA
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_2_CC_resurf_B",3,0,262,29,28,1,33.9255375435827,-0.126072071662491,0.668665568659775,0.482206694450614,NA
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_2_CC_resurf_cutT2_A",167,57,309,32,9,0,36.3511864139429,-0.0105135167559601,0.370125772193234,0.921603058586527,NA
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_2_CC_resurf_cutT2_B",1731,68,935,79,63,1,122.570946378632,-0.21582629489792,0.556827204237218,0.148790427685287,0.430903910790109
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_2_CC_resurf_cutT4_A",2,0,431,92,17,1,52.1642721388961,-0.0038191665348866,0.575163346988418,0.981283323940278,NA
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_2_CC_resurf_cutT4_B",595,18,222,32,37,0,44.740911380339,-0.199709456967111,0.58633891787801,0.194937376960958,NA
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_2_CC_resurf_cutT6_A",611,64,298,7275,25,4,1904.4282969259,4.63495674390147,1.85736420389729,NA,NA
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_2_CC_resurf_cutT6_B",1,0,337,48,16,0,34.3850393552664,-0.0665184825789225,0.661297329156431,0.716388936952061,NA
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_37_LL_A",1073,81,276,3806,18,2,1019.55901227395,3.39003562313792,2.05143277443407,NA,NA
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_37_LL_B",284,75,142,10,29,2,40.9288370595462,-0.0253585282865002,0.327662899852935,0.792125113429012,NA
"DBD:ZCON_VR_2_cutT6_A:AD:ZCON_37_resurf_A",301,0,253,55,7,1,33.769933901052,-0.00939773710809066,0.467463186368936,0.943704733839904,NA
